command,kind,type,default,prefix,module,platform_text,runtime_editable,startup_only,in_default_engine,in_scalability,scalability_group,scalability_sections,usage,help,flags
r.HighResScreenshotDelay,CVar,int32,4,r,后处理,All,true,false,true,false,false,,`r.HighResScreenshotDelay=<值>` / `r.HighResScreenshotDelay <值>` 或 INI 中配置,,ECVF_Default
r.LegacyLuminanceFactors,CVar,int32,0,r,通用,All,false,true,true,false,false,,`r.LegacyLuminanceFactors=<值>` / `r.LegacyLuminanceFactors <值>` 或 INI 中配置,,ECVF_ReadOnly | ECVF_RenderThreadSafe
r.Lumen.HardwareRayTracing,CVar,int32,1,r,Lumen,All,true,false,true,false,true,,`r.Lumen.HardwareRayTracing=<值>` / `r.Lumen.HardwareRayTracing <值>` 或 INI 中配置,"Uses Hardware Ray Tracing for Lumen features, when available.\n",ECVF_Scalability | ECVF_RenderThreadSafe
r.Lumen.HardwareRayTracing.HitLighting.ForceOpaque,CVar,bool,false,r,Lumen,All,true,false,true,false,true,,`r.Lumen.HardwareRayTracing.HitLighting.ForceOpaque=<值>` / `r.Lumen.HardwareRayTracing.HitLighting.ForceOpaque <值>` 或 INI 中配置,Allow forcing hit lighting rays to be marked as opaque so they do not execute the Any Hit Shader:\n,ECVF_RenderThreadSafe | ECVF_Scalability
r.Lumen.HardwareRayTracing.LightingMode,CVar,int32,0,r,Lumen,All,true,false,true,false,false,,`r.Lumen.HardwareRayTracing.LightingMode=<值>` / `r.Lumen.HardwareRayTracing.LightingMode <值>` 或 INI 中配置,Determines the ray hit lighting mode:\n,ECVF_RenderThreadSafe
r.Lumen.LightingDataFormat,CVar,int32,0,r,Lumen,All,true,false,true,false,true,,`r.Lumen.LightingDataFormat=<值>` / `r.Lumen.LightingDataFormat <值>` 或 INI 中配置,"Data format for surfaces storing lighting information (e.g. radiance, irradiance).\n",ECVF_Scalability | ECVF_RenderThreadSafe
r.Lumen.Reflections.BilateralFilter.KernelRadius,CVar,float,8.0f,r,Lumen,All,true,false,true,false,true,,`r.Lumen.Reflections.BilateralFilter.KernelRadius=<值>` / `r.Lumen.Reflections.BilateralFilter.KernelRadius <值>` 或 INI 中配置,Screen space reflection spatial filter kernel radius in pixels,ECVF_Scalability | ECVF_RenderThreadSafe
r.Lumen.Reflections.DenoiserTonemapRange,CVar,float,10.0f,r,Lumen,All,true,false,true,false,true,,`r.Lumen.Reflections.DenoiserTonemapRange=<值>` / `r.Lumen.Reflections.DenoiserTonemapRange <值>` 或 INI 中配置,Max lighting intensity (with PreExposure) for tonemapping during denoising.\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.Lumen.Reflections.HardwareRayTracing.Translucent.MaxRefractionBounces,CVar,int32,0,r,Lumen,All,true,false,true,false,true,,`r.Lumen.Reflections.HardwareRayTracing.Translucent.MaxRefractionBounces=<值>` / `r.Lumen.Reflections.HardwareRayTracing.Translucent.MaxRefractionBounces <值>` 或 INI 中配置,The maximum count of refraction event to trace.,ECVF_Scalability | ECVF_RenderThreadSafe
r.Lumen.Reflections.HardwareRayTracing.Translucent.Refraction.EnableForProject,CVar,int32,1,r,Lumen,All,false,true,true,false,false,,`r.Lumen.Reflections.HardwareRayTracing.Translucent.Refraction.EnableForProject=<值>` / `r.Lumen.Reflections.HardwareRayTracing.Translucent.Refraction.EnableForProject <值>` 或 INI 中配置,Whether to use Lumen refraction tracing from surfaces when using harware ray tracing and hit lighting. This will require shader recompilation to compile of translucent card capture Lumen shaders. Increases GPU cost when enabled.,ECVF_ReadOnly | ECVF_RenderThreadSafe
r.Lumen.ScreenProbeGather.ShortRangeAO.HorizonSearch.ForegroundSampleRejectDistanceFraction,CVar,string,,r,Lumen,All,true,false,true,false,true,,`r.Lumen.ScreenProbeGather.ShortRangeAO.HorizonSearch.ForegroundSampleRejectDistanceFraction=<值>` / `r.Lumen.ScreenProbeGather.ShortRangeAO.HorizonSearch.ForegroundSampleRejectDistanceFraction <值>` 或 INI 中配置,"Controls the Z distance away from the current pixel where neighboring pixels will be considered foreground and have their occlusion rejected, as a fraction of pixel depth.",ECVF_Scalability | ECVF_RenderThreadSafe
r.Lumen.ScreenProbeGather.Temporal.DistanceThreshold,CVar,float,0.01f,r,Lumen,All,true,false,true,false,true,,`r.Lumen.ScreenProbeGather.Temporal.DistanceThreshold=<值>` / `r.Lumen.ScreenProbeGather.Temporal.DistanceThreshold <值>` 或 INI 中配置,Relative distance threshold needed to discard last frame's lighting results.  Lower values reduce ghosting from characters when near a wall but increase flickering artifacts.,ECVF_Scalability | ECVF_RenderThreadSafe
r.Lumen.ScreenProbeGather.Temporal.NormalThreshold,CVar,string,,r,Lumen,All,true,false,true,false,true,,`r.Lumen.ScreenProbeGather.Temporal.NormalThreshold=<值>` / `r.Lumen.ScreenProbeGather.Temporal.NormalThreshold <值>` 或 INI 中配置,"Maximum angle that the history texel's normal can be from the current pixel to accept it's history lighting, in degrees.",ECVF_Scalability | ECVF_RenderThreadSafe
r.Lumen.ScreenProbeGather.Temporal.RejectBasedOnNormal,CVar,int32,0,r,Lumen,All,true,false,true,false,true,,`r.Lumen.ScreenProbeGather.Temporal.RejectBasedOnNormal=<值>` / `r.Lumen.ScreenProbeGather.Temporal.RejectBasedOnNormal <值>` 或 INI 中配置,Whether to reject history lighting based on their normal.  Increases cost of the temporal filter but can reduce streaking especially around character feet.,ECVF_Scalability | ECVF_RenderThreadSafe
r.Lumen.ScreenProbeGather.TemporalFilterProbes,CVar,string,,r,Lumen,All,true,false,true,false,true,,`r.Lumen.ScreenProbeGather.TemporalFilterProbes=<值>` / `r.Lumen.ScreenProbeGather.TemporalFilterProbes <值>` 或 INI 中配置,Whether to temporally filter probe traces to reduce noise.,ECVF_Scalability | ECVF_RenderThreadSafe
r.Lumen.ScreenTracingSource,CVar,string,,r,Lumen,All,true,false,true,false,false,,`r.Lumen.ScreenTracingSource=<值>` / `r.Lumen.ScreenTracingSource <值>` 或 INI 中配置,Specifies the source texture for Lumen's screen trace hits\n,ECVF_RenderThreadSafe
r.Lumen.TraceMeshSDFs,CVar,string,,r,Lumen,All,true,false,true,false,true,,`r.Lumen.TraceMeshSDFs=<值>` / `r.Lumen.TraceMeshSDFs <值>` 或 INI 中配置,"Whether Lumen should trace against Mesh Signed Distance fields.  When enabled, Lumen's Software Tracing will be more accurate, but scenes with high instance density (overlapping meshes) will have high tracing costs.  When disabled, lower resolution Global Signed Distance Field will be used instead.",ECVF_Scalability | ECVF_RenderThreadSafe
r.Lumen.TranslucencyReflections.FrontLayer.EnableForProject,CVar,int32,0,r,Lumen,All,true,false,true,false,false,,`r.Lumen.TranslucencyReflections.FrontLayer.EnableForProject=<值>` / `r.Lumen.TranslucencyReflections.FrontLayer.EnableForProject <值>` 或 INI 中配置,Whether to render Lumen Reflections on the frontmost layer of Translucent Surfaces.  Other layers will use the lower quality Radiance Cache method that can only produce glossy reflections.,ECVF_RenderThreadSafe
r.LumenScene.SurfaceCache.MeshCardsMinSize,CVar,float,10.0f,r,Lumen,All,true,false,true,false,true,,`r.LumenScene.SurfaceCache.MeshCardsMinSize=<值>` / `r.LumenScene.SurfaceCache.MeshCardsMinSize <值>` 或 INI 中配置,Minimum mesh cards world space size to be included in Lumen Scene.,ECVF_Scalability | ECVF_RenderThreadSafe
r.Material.EnergyConservation,CVar,int32,0,r,材质,All,false,true,true,false,false,,`r.Material.EnergyConservation=<值>` / `r.Material.EnergyConservation <值>` 或 INI 中配置,"Enable energy conservation for legacy materials (project settings, read only). Please note that when Substrate is enabled, energy conservation is forced to enabled.",ECVF_ReadOnly | ECVF_RenderThreadSafe
r.MinRoughnessOverride,CVar,float,0.0f,r,后处理,All,true,false,true,false,true,,`r.MinRoughnessOverride=<值>` / `r.MinRoughnessOverride <值>` 或 INI 中配置,WARNING: This is an experimental feature that may change at any time.\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.Mobile.AllowFramebufferFetch,CVar,int32,0,r,渲染管线,All,false,true,true,false,false,,`r.Mobile.AllowFramebufferFetch=<值>` / `r.Mobile.AllowFramebufferFetch <值>` 或 INI 中配置,,ECVF_RenderThreadSafe | ECVF_ReadOnly
r.Mobile.AntiAliasing,CVar,int32,2,r,通用,All,true,false,true,true,true,AntiAliasingQuality@0;AntiAliasingQuality@1;AntiAliasingQuality@2;AntiAliasingQuality@3,`r.Mobile.AntiAliasing=<值>` / `r.Mobile.AntiAliasing <值>` 或 INI 中配置,,ECVF_RenderThreadSafe | ECVF_Scalability
r.Mobile.FloatPrecisionMode,CVar,int32,0,r,通用,All,false,true,true,false,false,,`r.Mobile.FloatPrecisionMode=<值>` / `r.Mobile.FloatPrecisionMode <值>` 或 INI 中配置,,ECVF_ReadOnly
r.Mobile.PropagateAlpha,CVar,int32,0,r,通用,All,false,true,true,false,false,,`r.Mobile.PropagateAlpha=<值>` / `r.Mobile.PropagateAlpha <值>` 或 INI 中配置,0: Disabled,ECVF_ReadOnly | ECVF_RenderThreadSafe
r.Mobile.ShadingPath,CVar,int32,1,r,通用,All,false,true,true,false,false,,`r.Mobile.ShadingPath=<值>` / `r.Mobile.ShadingPath <值>` 或 INI 中配置,,ECVF_RenderThreadSafe | ECVF_ReadOnly
r.Mobile.UseHWsRGBEncoding,CVar,int32,0,r,通用,All,true,false,true,false,false,,`r.Mobile.UseHWsRGBEncoding=<值>` / `r.Mobile.UseHWsRGBEncoding <值>` 或 INI 中配置,0: Write sRGB encoding in the shader\n,ECVF_RenderThreadSafe
r.MobileHDR,CVar,int32,1,r,通用,All,false,true,true,false,false,,`r.MobileHDR=<值>` / `r.MobileHDR <值>` 或 INI 中配置,,ECVF_RenderThreadSafe | ECVF_ReadOnly | ECVF_MobileShaderChange
r.NormalMapsForStaticLighting,CVar,int32,0,r,材质,All,true,false,true,false,false,,`r.NormalMapsForStaticLighting=<值>` / `r.NormalMapsForStaticLighting <值>` 或 INI 中配置,Whether to allow any static lighting to use normal maps for lighting computations.,ECVF_Default
r.OIT.SortedPixels,CVar,int32,0,r,光线追踪,All,false,true,true,false,false,,`r.OIT.SortedPixels=<值>` / `r.OIT.SortedPixels <值>` 或 INI 中配置,"Enable OIT rendering (project settings, can't be changed at runtime)",ECVF_ReadOnly | ECVF_RenderThreadSafe
r.OIT.SortedTriangles,CVar,int32,1,r,光线追踪,All,false,true,true,false,false,,`r.OIT.SortedTriangles=<值>` / `r.OIT.SortedTriangles <值>` 或 INI 中配置,Enable per-instance triangle sorting to avoid invalid triangle ordering.,ECVF_ReadOnly | ECVF_RenderThreadSafe
r.PathTracing,CVar,int32,1,r,光线追踪,All,false,true,true,false,false,,`r.PathTracing=<值>` / `r.PathTracing <值>` 或 INI 中配置,Enables the path tracing renderer (to guard the compilation of path tracer specific material permutations),ECVF_RenderThreadSafe | ECVF_ReadOnly
r.PathTracing.Denoiser.Prepass.RankedLuminanceVariance,CVar,int32,0,r,光线追踪,All,true,false,true,false,false,,`r.PathTracing.Denoiser.Prepass.RankedLuminanceVariance=<值>` / `r.PathTracing.Denoiser.Prepass.RankedLuminanceVariance <值>` 或 INI 中配置,Select the luminance type when calculating the variance:\n,ECVF_RenderThreadSafe
r.PathTracing.VisibleLights,CVar,int32,0,r,光线追踪,All,true,false,true,false,false,,`r.PathTracing.VisibleLights=<值>` / `r.PathTracing.VisibleLights <值>` 或 INI 中配置,Should light sources be visible to camera rays?\n,ECVF_RenderThreadSafe
r.PostProcessing.PropagateAlpha,CVar,string,,r,后处理,All,true,false,true,false,false,,`r.PostProcessing.PropagateAlpha=<值>` / `r.PostProcessing.PropagateAlpha <值>` 或 INI 中配置,"Enforce alpha in scene color (overriding r.SceneColorFormat if necessary) and propagate it through the renderer's post-processing chain, default: false",ECVF_RenderThreadSafe
r.PSOPrecaching,CVar,string,,r,通用,All,true,false,true,false,false,,`r.PSOPrecaching=<值>` / `r.PSOPrecaching <值>` 或 INI 中配置,0 to Disable PSOs precaching\n,ECVF_Default
r.RayTracedTranslucency.Allowed,CVar,int32,-1,r,光线追踪,All,true,false,true,false,true,,`r.RayTracedTranslucency.Allowed=<值>` / `r.RayTracedTranslucency.Allowed <值>` 或 INI 中配置,Runtime switch for ray traced translucency. Requires Hardware Ray Tracing with Hit Lighting.\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.RayTracedTranslucency.ForceOpaque,CVar,bool,false,r,光线追踪,All,true,false,true,false,true,,`r.RayTracedTranslucency.ForceOpaque=<值>` / `r.RayTracedTranslucency.ForceOpaque <值>` 或 INI 中配置,Force rays traced for ray traced translucency to be tagged as opaque so that the Any-Hit shader does not need to be executed.\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.RayTracedTranslucency.MaxPrimaryHitEvents,CVar,int32,-1,r,光线追踪,All,true,false,true,false,true,,`r.RayTracedTranslucency.MaxPrimaryHitEvents=<值>` / `r.RayTracedTranslucency.MaxPrimaryHitEvents <值>` 或 INI 中配置,Maximum number of hit events allowed on primary ray paths. Set to -1 to use post process volume settings,ECVF_Scalability | ECVF_RenderThreadSafe
r.RayTracedTranslucency.UseRayTracedRefraction,CVar,int32,-1,r,光线追踪,All,true,false,true,false,true,,`r.RayTracedTranslucency.UseRayTracedRefraction=<值>` / `r.RayTracedTranslucency.UseRayTracedRefraction <值>` 或 INI 中配置,Whether to use ray traced refraction which currently doesn't work well with rough refraction or simulate it using a screen space effect.\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.RayTracing,CVar,int32,0,r,光线追踪,All,false,true,true,false,false,,`r.RayTracing=<值>` / `r.RayTracing <值>` 或 INI 中配置,0 to disable ray tracing.\n,ECVF_RenderThreadSafe | ECVF_ReadOnly
r.RayTracing.Culling,CVar,int32,3,r,光线追踪,All,true,false,true,false,false,,`r.RayTracing.Culling=<值>` / `r.RayTracing.Culling <值>` 或 INI 中配置,Enable culling in ray tracing for objects that are behind the camera\n,ECVF_RenderThreadSafe
r.RayTracing.Geometry.InstancedStaticMeshes.Culling,CVar,int32,1,r,光线追踪,All,true,false,true,false,false,,`r.RayTracing.Geometry.InstancedStaticMeshes.Culling=<值>` / `r.RayTracing.Geometry.InstancedStaticMeshes.Culling <值>` 或 INI 中配置,Enable culling for instances in ray tracing (default = 1 (Culling enabled)),
r.RayTracing.Nanite.Mode,CVar,string,,r,光线追踪,All,true,false,true,false,false,,`r.RayTracing.Nanite.Mode=<值>` / `r.RayTracing.Nanite.Mode <值>` 或 INI 中配置,0 - fallback mesh (default);\n,ECVF_RenderThreadSafe
r.RayTracing.NormalBias,CVar,string,,r,光线追踪,All,true,false,true,false,false,,`r.RayTracing.NormalBias=<值>` / `r.RayTracing.NormalBias <值>` 或 INI 中配置,"Sets the max. normal bias used for offseting the ray start position along the normal (default = 0.1, i.e., 1mm)",
r.RayTracing.RayTracingProxies.ProjectEnabled,CVar,string,,r,光线追踪,All,false,true,true,false,false,,`r.RayTracing.RayTracingProxies.ProjectEnabled=<值>` / `r.RayTracing.RayTracingProxies.ProjectEnabled <值>` 或 INI 中配置,Whether ray tracing proxies are generated by default for this project.,ECVF_ReadOnly
r.RayTracing.Shadows,CVar,int32,0,r,光线追踪,All,true,false,true,false,true,,`r.RayTracing.Shadows=<值>` / `r.RayTracing.Shadows <值>` 或 INI 中配置,0: use traditional rasterized shadow map (default)\n,ECVF_RenderThreadSafe | ECVF_Scalability
r.RayTracing.Shadows.Translucency,CVar,int32,0,r,光线追踪,All,true,false,true,false,false,,`r.RayTracing.Shadows.Translucency=<值>` / `r.RayTracing.Shadows.Translucency <值>` 或 INI 中配置,0: Translucent material will not cast shadow (by default).,ECVF_RenderThreadSafe
r.RayTracing.UseTextureLod,CVar,int32,0,r,光线追踪,All,false,true,true,false,false,,`r.RayTracing.UseTextureLod=<值>` / `r.RayTracing.UseTextureLod <值>` 或 INI 中配置,Enable automatic texture mip level selection in ray tracing material shaders.\n,ECVF_RenderThreadSafe | ECVF_ReadOnly
r.ReflectionCaptureResolution,CVar,int32,128,r,通用,All,true,false,true,false,false,,`r.ReflectionCaptureResolution=<值>` / `r.ReflectionCaptureResolution <值>` 或 INI 中配置,Set the resolution for all reflection capture cubemaps. Should be set via project's Render Settings. Must be power of 2. Defaults to 128.\n,
r.ReflectionMethod,CVar,int32,2,r,通用,All,true,false,true,false,false,,`r.ReflectionMethod=<值>` / `r.ReflectionMethod <值>` 或 INI 中配置,"0 - None.  Reflections can come from placed Reflection Captures, Planar Reflections and Skylight but no global reflection method will be used.\n",ECVF_RenderThreadSafe
r.Refraction.Blur,CVar,int32,0,r,后处理,All,true,false,true,false,true,,`r.Refraction.Blur=<值>` / `r.Refraction.Blur <值>` 或 INI 中配置,"Enables rough refractions, i.e. blurring of the background. Only enabled when Substrate is enabled.",ECVF_Scalability | ECVF_RenderThreadSafe
r.SceneRenderTargetResizeMethod,CVar,int32,0,r,光线追踪,All,true,false,true,false,false,,`r.SceneRenderTargetResizeMethod=<值>` / `r.SceneRenderTargetResizeMethod <值>` 或 INI 中配置,Control the scene render target resize method:\n,ECVF_RenderThreadSafe
r.ScreenPercentage.Default.Desktop.Mode,CVar,int32,int32(EScreenPercentageMode::BasedOnDisplayResolution),r,通用,All,true,false,true,false,true,,`r.ScreenPercentage.Default.Desktop.Mode=<值>` / `r.ScreenPercentage.Default.Desktop.Mode <值>` 或 INI 中配置,,ECVF_Scalability | ECVF_Default
r.Shaders.RemoveUnusedInterpolators,CVar,int32,0,r,材质,All,false,true,true,false,false,,`r.Shaders.RemoveUnusedInterpolators=<值>` / `r.Shaders.RemoveUnusedInterpolators <值>` 或 INI 中配置,Enables removing unused interpolators mode when compiling shader pipelines.\n,ECVF_ReadOnly
r.Shadow.DetectVertexShaderLayerAtRuntime,CVar,int32,0,r,光线追踪,All,false,true,true,false,false,,`r.Shadow.DetectVertexShaderLayerAtRuntime=<值>` / `r.Shadow.DetectVertexShaderLayerAtRuntime <值>` 或 INI 中配置,Forces the compilation of the vslayer shader permutation even if the platform (RHI) does not declare compile-time support through RHISupportsVertexShaderLayer.,ECVF_ReadOnly | ECVF_RenderThreadSafe
r.Shadow.Virtual.Enable,CVar,int32,0,r,光线追踪,All,true,false,true,false,true,,`r.Shadow.Virtual.Enable=<值>` / `r.Shadow.Virtual.Enable <值>` 或 INI 中配置,Enable Virtual Shadow Maps. Renders geometry into virtualized shadow depth maps for shadowing.\n,ECVF_Scalability | ECVF_RenderThreadSafe
r.Shadow.Virtual.TranslucentQuality,CVar,int32,0,r,光线追踪,All,false,true,true,false,false,,`r.Shadow.Virtual.TranslucentQuality=<值>` / `r.Shadow.Virtual.TranslucentQuality <值>` 或 INI 中配置,"Quality of shadow for lit translucent surfaces. This will be applied on all translucent surfaces, and has high-performance impact.\n",ECVF_ReadOnly | ECVF_RenderThreadSafe
r.SkinCache.CompileShaders,CVar,int32,0,r,材质,All,false,true,true,false,false,,`r.SkinCache.CompileShaders=<值>` / `r.SkinCache.CompileShaders <值>` 或 INI 中配置,Select which skinning paths to compile shaders for.\n,ECVF_RenderThreadSafe | ECVF_ReadOnly
