command,kind,type,default,prefix,module,platform_text,runtime_editable,startup_only,in_default_engine,in_scalability,scalability_group,scalability_sections,usage,help,flags
r.Velocity.DirectlyRenderOpenXRMotionVectors,CVar,bool,0,r,VR/XR,All,false,true,false,false,false,,`r.Velocity.DirectlyRenderOpenXRMotionVectors=<值>` / `r.Velocity.DirectlyRenderOpenXRMotionVectors <值>` 或 INI 中配置,"If true and using the Vulkan mobile forward renderer, the engine will render velocity in the OpenXR motion vector format, at the size recommended by FOpenXRHMD::GetRecommendedMotionVectorTextureSize.\n",ECVF_ReadOnly
r.VHM.MaxRenderInstances,CVar,int32,1024 * 4,r,VR/XR,All,true,false,false,false,false,,`r.VHM.MaxRenderInstances=<值>` / `r.VHM.MaxRenderInstances <值>` 或 INI 中配置,Size of buffers used to collect render instances.,ECVF_RenderThreadSafe
r.VRS.ContrastAdaptiveShading,CVar,int32,0,r,VR/XR,All,true,false,false,false,false,,`r.VRS.ContrastAdaptiveShading=<值>` / `r.VRS.ContrastAdaptiveShading <值>` 或 INI 中配置,Enables using Variable Rate Shading based on the luminance from the previous frame's post process output \n,ECVF_RenderThreadSafe
r.VRS.ContrastAdaptiveShading.ConservativeEdgeThreshold,CVar,float,0.1,r,VR/XR,All,true,false,false,false,false,,`r.VRS.ContrastAdaptiveShading.ConservativeEdgeThreshold=<值>` / `r.VRS.ContrastAdaptiveShading.ConservativeEdgeThreshold <值>` 或 INI 中配置,,ECVF_RenderThreadSafe
r.VRS.ContrastAdaptiveShading.EdgeThreshold,CVar,float,0.2,r,VR/XR,All,true,false,false,false,false,,`r.VRS.ContrastAdaptiveShading.EdgeThreshold=<值>` / `r.VRS.ContrastAdaptiveShading.EdgeThreshold <值>` 或 INI 中配置,,ECVF_RenderThreadSafe
r.VRS.ContrastAdaptiveShading.HDR10CorrectionMultiplier,CVar,float,0.55,r,VR/XR,All,true,false,false,false,false,,`r.VRS.ContrastAdaptiveShading.HDR10CorrectionMultiplier=<值>` / `r.VRS.ContrastAdaptiveShading.HDR10CorrectionMultiplier <值>` 或 INI 中配置,Approximation multiplier to account for how perceptual values are spread out in SDR vs HDR10\n,ECVF_RenderThreadSafe
r.VRS.ContrastAdaptiveShading.Preview,CVar,int32,1,r,VR/XR,All,true,false,false,false,false,,`r.VRS.ContrastAdaptiveShading.Preview=<值>` / `r.VRS.ContrastAdaptiveShading.Preview <值>` 或 INI 中配置,Whether to include CAS in VRS preview overlay.,ECVF_RenderThreadSafe
r.VRS.DebugForceRate,CVar,string,,r,VR/XR,All,true,false,false,false,false,,`r.VRS.DebugForceRate=<值>` / `r.VRS.DebugForceRate <值>` 或 INI 中配置,"-1: None, 0: Force 1x1, 1: Force 1x2, 2: Force 2x1, 3: Force 2x2, 4: Force 2x4, 5: Force 4x2, 6: Force 4x4",ECVF_RenderThreadSafe
r.VRS.Enable,CVar,int32,0,r,VR/XR,All,true,false,false,false,false,,`r.VRS.Enable=<值>` / `r.VRS.Enable <值>` 或 INI 中配置,Enables hardware Variable Rate Shading and Shading Rate Image generation (8x8 or 16x16 tile size).,ECVF_RenderThreadSafe
r.VRS.EnableSoftware,CVar,int32,0,r,VR/XR,All,true,false,false,false,false,,`r.VRS.EnableSoftware=<值>` / `r.VRS.EnableSoftware <值>` 或 INI 中配置,Enables software (2x2 tile size) Shading Rate Image generation for use with Nanite Software VRS. Allows generating iamges even when r.VRS.Enable/r.VRS.Support=0 or Tier 2 VRS is unsupported by the hardware.,ECVF_RenderThreadSafe
r.VRS.LightFunctions,CVar,int32,1,r,VR/XR,All,true,false,false,false,false,,`r.VRS.LightFunctions=<值>` / `r.VRS.LightFunctions <值>` 或 INI 中配置,Whether to apply screen space VRS to light functions.\n,ECVF_RenderThreadSafe
r.VRS.Preview,CVar,int32,0,r,VR/XR,All,true,false,false,false,false,,`r.VRS.Preview=<值>` / `r.VRS.Preview <值>` 或 INI 中配置,Show a debug visualization of the VRS shading rate image texture. Conservative and software images are only available via Contrast Adaptive Shading.,ECVF_RenderThreadSafe
r.VRS.ReflectionEnvironmentSky,CVar,int32,2,r,VR/XR,All,true,false,false,false,false,,`r.VRS.ReflectionEnvironmentSky=<值>` / `r.VRS.ReflectionEnvironmentSky <值>` 或 INI 中配置,Whether to apply screen space VRS to reflections and indirect sky lighting (only supported when Lumen is disabled).\n,ECVF_RenderThreadSafe
r.VRS.Translucency,CVar,int32,1,r,VR/XR,All,true,false,false,false,false,,`r.VRS.Translucency=<值>` / `r.VRS.Translucency <值>` 或 INI 中配置,Whether to apply screen space VRS to the translucency pass.\n,ECVF_RenderThreadSafe
r.VT.MaxReleasedPerFrame,CVar,int32,5,r,VR/XR,All,true,false,false,false,true,,`r.VT.MaxReleasedPerFrame=<值>` / `r.VT.MaxReleasedPerFrame <值>` 或 INI 中配置,Max number of allocated virtual textures to release per frame in non editor builds.,ECVF_RenderThreadSafe | ECVF_Scalability
vr.bEnableHMD,Command,string,,vr,VR/XR,All,true,false,false,false,false,,`vr.bEnableHMD`（可带参数，具体见帮助说明）,,
vr.bEnableStereo,Command,string,,vr,VR/XR,All,true,false,false,false,false,,`vr.bEnableStereo`（可带参数，具体见帮助说明）,,
vr.Debug.VisualizeTrackingSensors,Command,string,,vr,VR/XR,All,true,false,false,false,false,,`vr.Debug.VisualizeTrackingSensors`（可带参数，具体见帮助说明）,,
vr.EnableMotionControllerLateUpdate,CVar,int32,1,vr,VR/XR,All,true,false,false,false,false,,`vr.EnableMotionControllerLateUpdate=<值>` / `vr.EnableMotionControllerLateUpdate <值>` 或 INI 中配置,This command allows you to specify whether the motion controller late update is applied.\n,ECVF_Cheat
vr.HeadTracking.bEnforced,Command,string,,vr,VR/XR,All,true,false,false,false,false,,`vr.HeadTracking.bEnforced`（可带参数，具体见帮助说明）,,
vr.HeadTracking.Reset,Command,string,,vr,VR/XR,All,true,false,false,false,false,,`vr.HeadTracking.Reset`（可带参数，具体见帮助说明）,,
vr.HeadTracking.ResetOrientation,Command,string,,vr,VR/XR,All,true,false,false,false,false,,`vr.HeadTracking.ResetOrientation`（可带参数，具体见帮助说明）,,
vr.HeadTracking.ResetPosition,Command,string,,vr,VR/XR,All,true,false,false,false,false,,`vr.HeadTracking.ResetPosition`（可带参数，具体见帮助说明）,,
vr.HeadTracking.Status,Command,string,,vr,VR/XR,All,true,false,false,false,false,,`vr.HeadTracking.Status`（可带参数，具体见帮助说明）,,
vr.HiddenAreaMask,CVar,int32,1,vr,VR/XR,All,true,false,false,false,true,,`vr.HiddenAreaMask=<值>` / `vr.HiddenAreaMask <值>` 或 INI 中配置,,ECVF_Scalability | ECVF_RenderThreadSafe
vr.HMDVersion,Command,string,,vr,VR/XR,All,true,false,false,false,false,,`vr.HMDVersion`（可带参数，具体见帮助说明）,,
vr.InstancedStereo,CVar,int32,0,vr,VR/XR,All,false,true,true,false,false,,`vr.InstancedStereo=<值>` / `vr.InstancedStereo <值>` 或 INI 中配置,"0 to disable instanced stereo (default), 1 to enable.",ECVF_ReadOnly | ECVF_RenderThreadSafe
vr.MobileMultiView,CVar,int32,0,vr,VR/XR,All,false,true,true,false,false,,`vr.MobileMultiView=<值>` / `vr.MobileMultiView <值>` 或 INI 中配置,"0 to disable mobile multi-view, 1 to enable.\n",ECVF_ReadOnly | ECVF_RenderThreadSafe
vr.OpenXRSwapchainRetryCount,CVar,int32,9,vr,VR/XR,All,true,false,false,false,false,,`vr.OpenXRSwapchainRetryCount=<值>` / `vr.OpenXRSwapchainRetryCount <值>` 或 INI 中配置,Number of times the OpenXR plugin will attempt to wait for the next swapchain image.,ECVF_RenderThreadSafe
vr.RoundRobinOcclusion,CVar,int32,0,vr,VR/XR,All,true,false,false,false,true,,`vr.RoundRobinOcclusion=<值>` / `vr.RoundRobinOcclusion <值>` 或 INI 中配置,"0 to disable round-robin occlusion queries for stereo rendering (default), 1 to enable.",ECVF_Scalability | ECVF_RenderThreadSafe
vr.SpectatorScreenMode,Command,string,,vr,VR/XR,All,true,false,false,false,false,,`vr.SpectatorScreenMode`（可带参数，具体见帮助说明）,,
xr.OpenXRFBFoveation.Preview,CVar,int32,1,xr,VR/XR,All,true,false,false,false,false,,`xr.OpenXRFBFoveation.Preview=<值>` / `xr.OpenXRFBFoveation.Preview <值>` 或 INI 中配置,Whether to include FB foveation in VRS preview overlay. This is currently not implemented.,ECVF_RenderThreadSafe
xr.OpenXRFBFoveationDynamic,CVar,bool,false,xr,VR/XR,All,false,true,false,false,false,,`xr.OpenXRFBFoveationDynamic=<值>` / `xr.OpenXRFBFoveationDynamic <值>` 或 INI 中配置,Whether dynamically changing foveation based on performance headroom is enabled.\n,ECVF_RenderThreadSafe | ECVF_ReadOnly
xr.OpenXRFBFoveationLevel,CVar,int32,0,xr,VR/XR,All,false,true,false,false,false,,`xr.OpenXRFBFoveationLevel=<值>` / `xr.OpenXRFBFoveationLevel <值>` 或 INI 中配置,Possible foveation levels as specified by the XrFoveationLevelFB enumeration.\n,ECVF_RenderThreadSafe | ECVF_ReadOnly
xr.VRS.DynamicFoveation,CVar,int32,0,xr,VR/XR,All,true,false,false,false,false,,`xr.VRS.DynamicFoveation=<值>` / `xr.VRS.DynamicFoveation <值>` 或 INI 中配置,Whether foveation level should adjust based on GPU utilization\n,ECVF_RenderThreadSafe
xr.VRS.FoveationLevel,CVar,int,0,xr,VR/XR,All,true,false,false,false,false,,`xr.VRS.FoveationLevel=<值>` / `xr.VRS.FoveationLevel <值>` 或 INI 中配置,Level of foveated VRS to apply (when Variable Rate Shading is available)\n,ECVF_RenderThreadSafe
xr.VRS.FoveationPreview,CVar,int32,1,xr,VR/XR,All,true,false,false,false,false,,`xr.VRS.FoveationPreview=<值>` / `xr.VRS.FoveationPreview <值>` 或 INI 中配置,Include foveated VRS in the VRS debug overlay.,ECVF_RenderThreadSafe
xr.VRS.GazeTrackedFoveation,CVar,int32,0,xr,VR/XR,All,true,false,false,false,false,,`xr.VRS.GazeTrackedFoveation=<值>` / `xr.VRS.GazeTrackedFoveation <值>` 或 INI 中配置,Enable gaze-tracking for foveated VRS\n,ECVF_RenderThreadSafe
