command,kind,type,default,prefix,module,platform_text,runtime_editable,startup_only,in_default_engine,in_scalability,scalability_group,scalability_sections,usage,help,flags
r.Water.SingleLayer.WaveOps,CVar,bool,true,r,水体,All,true,false,false,false,true,,`r.Water.SingleLayer.WaveOps=<值>` / `r.Water.SingleLayer.WaveOps <值>` 或 INI 中配置,Whether Single Layer Water should use wave ops if supported.,ECVF_Scalability | ECVF_RenderThreadSafe
r.Water.UnderwaterCollisionPreciseTraceDistance,CVar,string,,r,水体,All,true,false,false,false,true,,`r.Water.UnderwaterCollisionPreciseTraceDistance=<值>` / `r.Water.UnderwaterCollisionPreciseTraceDistance <值>` 或 INI 中配置,Underwater precise collision trace distance. Verifies precise overlap between camera and volume when camera is underneath the water collision impact location,ECVF_Scalability
r.Water.UnderwaterCollisionTraceDistance,CVar,string,,r,水体,All,true,false,false,false,true,,`r.Water.UnderwaterCollisionTraceDistance=<值>` / `r.Water.UnderwaterCollisionTraceDistance <值>` 或 INI 中配置,Underwater post processing collision trace distance. Default is inflated to account for waves which will not be hit by trace,ECVF_Scalability
r.Water.UseBuoyancyAsyncPath,CVar,int32,1,r,水体,All,true,false,false,false,false,,`r.Water.UseBuoyancyAsyncPath=<值>` / `r.Water.UseBuoyancyAsyncPath <值>` 或 INI 中配置,Whether to use async physics callback for buoyancy.,ECVF_Default
r.Water.UseSplineKeyOptimization,CVar,int32,1,r,水体,All,true,false,false,false,false,,`r.Water.UseSplineKeyOptimization=<值>` / `r.Water.UseSplineKeyOptimization <值>` 或 INI 中配置,Whether to cache spline input key for water bodies.,ECVF_Default
r.Water.WaterInfo.DilationOverwriteMinimumDistance,CVar,float,128.f,r,水体,All,true,false,false,false,false,,`r.Water.WaterInfo.DilationOverwriteMinimumDistance=<值>` / `r.Water.WaterInfo.DilationOverwriteMinimumDistance <值>` 或 INI 中配置,The minimum distance below the ground when we allow dilation to write on top of water,ECVF_RenderThreadSafe
r.Water.WaterInfo.ForceUpdateWaterInfoNextFrames,CVar,string,,r,水体,All,true,false,false,false,false,,`r.Water.WaterInfo.ForceUpdateWaterInfoNextFrames=<值>` / `r.Water.WaterInfo.ForceUpdateWaterInfoNextFrames <值>` 或 INI 中配置,Force the water info texture to regenerate on the next N frames. A negative value will force update every frame.,
r.Water.WaterInfo.RenderCaptureNextWaterInfoDraws,CVar,int32,0,r,水体,All,true,false,false,false,false,,`r.Water.WaterInfo.RenderCaptureNextWaterInfoDraws=<值>` / `r.Water.WaterInfo.RenderCaptureNextWaterInfoDraws <值>` 或 INI 中配置,Enable capturing of the water info texture for the next N draws,ECVF_RenderThreadSafe
r.Water.WaterInfo.RenderMethod,CVar,int32,2,r,水体,All,true,false,false,false,false,,`r.Water.WaterInfo.RenderMethod=<值>` / `r.Water.WaterInfo.RenderMethod <值>` 或 INI 中配置,"1: Custom, 2: CustomRenderPasses",ECVF_Default | ECVF_RenderThreadSafe
r.Water.WaterInfo.ShowSceneProxies,CVar,int32,0,r,水体,All,true,false,false,false,false,,`r.Water.WaterInfo.ShowSceneProxies=<值>` / `r.Water.WaterInfo.ShowSceneProxies <值>` 或 INI 中配置,"When enabled, shows the water scene proxies in the main viewport. Useful for debugging only.\n",ECVF_RenderThreadSafe
r.Water.WaterInfo.UndergroundDilationDepthOffset,CVar,float,64.f,r,水体,All,true,false,false,false,false,,`r.Water.WaterInfo.UndergroundDilationDepthOffset=<值>` / `r.Water.WaterInfo.UndergroundDilationDepthOffset <值>` 或 INI 中配置,The minimum distance below the ground when we allow dilation to write on top of water,ECVF_RenderThreadSafe
r.Water.WaterMesh.Enabled,CVar,int32,1,r,水体,All,true,false,false,false,false,,`r.Water.WaterMesh.Enabled=<值>` / `r.Water.WaterMesh.Enabled <值>` 或 INI 中配置,If the water mesh is enabled or disabled. This affects both rendering and the water tile generation,ECVF_RenderThreadSafe
r.Water.WaterMesh.EnableRendering,CVar,int32,1,r,水体,All,true,false,false,false,false,,`r.Water.WaterMesh.EnableRendering=<值>` / `r.Water.WaterMesh.EnableRendering <值>` 或 INI 中配置,Turn off all water rendering from within the scene proxy,ECVF_RenderThreadSafe
r.Water.WaterMesh.ForceRebuildMeshPerFrame,CVar,int32,0,r,水体,All,true,false,false,false,false,,`r.Water.WaterMesh.ForceRebuildMeshPerFrame=<值>` / `r.Water.WaterMesh.ForceRebuildMeshPerFrame <值>` 或 INI 中配置,Force rebuilding the entire mesh each frame,ECVF_Default
r.Water.WaterMesh.GPUQuadTree,CVar,int32,0,r,水体,All,true,false,false,false,false,,`r.Water.WaterMesh.GPUQuadTree=<值>` / `r.Water.WaterMesh.GPUQuadTree <值>` 或 INI 中配置,"Builds the water quadtree on the GPU and does indirect draws of water tiles, driven by the GPU.",ECVF_RenderThreadSafe
r.Water.WaterMesh.GPUQuadTree.ConservativeRasterization,CVar,int32,0,r,水体,All,true,false,false,false,false,,`r.Water.WaterMesh.GPUQuadTree.ConservativeRasterization=<值>` / `r.Water.WaterMesh.GPUQuadTree.ConservativeRasterization <值>` 或 INI 中配置,Enables software conservative rasterization for rasterizing water body meshes into the water quadtree. Disables jittered draws. Default: 0,ECVF_RenderThreadSafe
r.Water.WaterMesh.GPUQuadTree.JitterPattern,CVar,int32,1,r,水体,All,true,false,false,false,false,,`r.Water.WaterMesh.GPUQuadTree.JitterPattern=<值>` / `r.Water.WaterMesh.GPUQuadTree.JitterPattern <值>` 或 INI 中配置,"Jitter pattern when using multiple jittered draw calls to rasterize water meshes into the GPU water quadtree. 0: Halton, 1: MSAA. Default 1",ECVF_RenderThreadSafe
r.Water.WaterMesh.GPUQuadTree.JitterSampleFootprint,CVar,float,1.5f,r,水体,All,true,false,false,false,false,,`r.Water.WaterMesh.GPUQuadTree.JitterSampleFootprint=<值>` / `r.Water.WaterMesh.GPUQuadTree.JitterSampleFootprint <值>` 或 INI 中配置,"Pixel footprint of the jitter sample pattern. Values greater than 1.0 can cause the water mesh to raster into neighboring pixels not normally covered by the mesh. Default: 1.5, Min 0.0",ECVF_RenderThreadSafe
r.Water.WaterMesh.GPUQuadTree.MultiSampling,CVar,int32,1,r,水体,All,true,false,false,false,false,,`r.Water.WaterMesh.GPUQuadTree.MultiSampling=<值>` / `r.Water.WaterMesh.GPUQuadTree.MultiSampling <值>` 或 INI 中配置,"Rasterizes water meshes into the GPU water quadtree with a multisampled rendertarget, reducing missing water tile artifacts near the edges of water bodies. Default: 1, Min: 1, Max : 8",ECVF_RenderThreadSafe
r.Water.WaterMesh.GPUQuadTree.NumJitterSamples,CVar,int32,4,r,水体,All,true,false,false,false,false,,`r.Water.WaterMesh.GPUQuadTree.NumJitterSamples=<值>` / `r.Water.WaterMesh.GPUQuadTree.NumJitterSamples <值>` 或 INI 中配置,"Rasterizes water meshes into the GPU water quadtree with multiple jittered draw calls, reducing missing water tile artifacts near the edges of water bodies. Default: 4, Min: 1, Max : 16. 1 disables this feature.",ECVF_RenderThreadSafe
r.Water.WaterMesh.GPUQuadTree.OcclusionCulling,CVar,string,,r,水体,All,true,false,false,false,false,,`r.Water.WaterMesh.GPUQuadTree.OcclusionCulling=<值>` / `r.Water.WaterMesh.GPUQuadTree.OcclusionCulling <值>` 或 INI 中配置,"0: Disabled, 1: HZB Occlusion Queries, 2: Pixel Precise Raster Queries, 3: HZB + Pixel Precise Raster Queries",ECVF_RenderThreadSafe
r.Water.WaterMesh.GPUQuadTree.ParallelPrefixSum,CVar,string,,r,水体,All,true,false,false,false,false,,`r.Water.WaterMesh.GPUQuadTree.ParallelPrefixSum=<值>` / `r.Water.WaterMesh.GPUQuadTree.ParallelPrefixSum <值>` 或 INI 中配置,Enables using a parallel prefix sum algorithm for the water quadtree indirect draw call pipeline.,ECVF_RenderThreadSafe
r.Water.WaterMesh.GPUQuadTree.SuperSampling,CVar,int32,2,r,水体,All,true,false,false,false,false,,`r.Water.WaterMesh.GPUQuadTree.SuperSampling=<值>` / `r.Water.WaterMesh.GPUQuadTree.SuperSampling <值>` 或 INI 中配置,"Rasterizes water meshes into the GPU water quadtree at a higher resolution, reducing missing water tile artifacts near the edges of water bodies. Default: 2, Min: 1, Max : 8",ECVF_RenderThreadSafe
r.Water.WaterMesh.GPUQuadTree.ZBoundsPadding,CVar,string,,r,水体,All,true,false,false,false,false,,`r.Water.WaterMesh.GPUQuadTree.ZBoundsPadding=<值>` / `r.Water.WaterMesh.GPUQuadTree.ZBoundsPadding <值>` 或 INI 中配置,,ECVF_RenderThreadSafe
r.Water.WaterMesh.LODCountBias,CVar,int32,0,r,水体,All,true,false,false,false,true,,`r.Water.WaterMesh.LODCountBias=<值>` / `r.Water.WaterMesh.LODCountBias <值>` 或 INI 中配置,"This value is added to the LOD Count of each Water Mesh Component. Negative values will lower the quality(fewer and larger water tiles at the bottom level of the water quadtree), higher values will increase quality (more and smaller water tiles at the bottom level of the water quadtree)",ECVF_Scalability
r.Water.WaterMesh.LODMorphEnabled,CVar,int32,1,r,水体,All,true,false,false,false,true,,`r.Water.WaterMesh.LODMorphEnabled=<值>` / `r.Water.WaterMesh.LODMorphEnabled <值>` 或 INI 中配置,"If the smooth LOD morph is enabled. Turning this off may cause slight popping between LOD levels but will skip the calculations in the vertex shader, making it cheaper",ECVF_Scalability | ECVF_RenderThreadSafe
r.Water.WaterMesh.LODScaleBias,CVar,float,0.0f,r,水体,All,true,false,false,false,true,,`r.Water.WaterMesh.LODScaleBias=<值>` / `r.Water.WaterMesh.LODScaleBias <值>` 或 INI 中配置,"This value is added to the LOD Scale of each Mesh Component. Negative values will lower the overall density/resolution or the vertex grid and make the LODs smaller, higher values will increase the density/resolution and make the LODs larger. Smallest value is -0.5. That will make the inner LOD as tight and optimized as possible",ECVF_Scalability
r.Water.WaterMesh.MaxDimensionInTiles,CVar,int32,256,r,水体,All,true,false,false,false,true,,`r.Water.WaterMesh.MaxDimensionInTiles=<值>` / `r.Water.WaterMesh.MaxDimensionInTiles <值>` 或 INI 中配置,"Maximum dimension of a water mesh in tiles (max of either X or Y). If a water mesh attempts to generate a quadtree with more than this many tiles in X or Y, it will be biased back below this threshold via the same process as the LODScaleBias (iteratively dividing tile size by 2 until compliance). Having too many tiles can create very large GPU allocations.",ECVF_Scalability
r.Water.WaterMesh.OcclusionCullExpandBoundsAmountXY,CVar,float,4800.0f,r,水体,All,true,false,false,false,true,,`r.Water.WaterMesh.OcclusionCullExpandBoundsAmountXY=<值>` / `r.Water.WaterMesh.OcclusionCullExpandBoundsAmountXY <值>` 或 INI 中配置,Expand the water tile bounds in XY for the purpose of occlusion culling,ECVF_Scalability
r.Water.WaterMesh.OcclusionCulling,CVar,int32,0,r,水体,All,true,false,false,false,true,,`r.Water.WaterMesh.OcclusionCulling=<值>` / `r.Water.WaterMesh.OcclusionCulling <值>` 或 INI 中配置,Enables occlusion culling for the CPU water quadtree.,ECVF_Scalability | ECVF_RenderThreadSafe
r.Water.WaterMesh.OcclusionCulling.IncludeFarMesh,CVar,int32,1,r,水体,All,true,false,false,false,true,,`r.Water.WaterMesh.OcclusionCulling.IncludeFarMesh=<值>` / `r.Water.WaterMesh.OcclusionCulling.IncludeFarMesh <值>` 或 INI 中配置,"When occlusion culling is enabled, always do occlusion queries for the water far mesh, independent of r.Water.WaterMesh.OcclusionCulling.MaxQueries.",ECVF_Scalability
r.Water.WaterMesh.OcclusionCulling.MaxQueries,CVar,int32,256,r,水体,All,true,false,false,false,true,,`r.Water.WaterMesh.OcclusionCulling.MaxQueries=<值>` / `r.Water.WaterMesh.OcclusionCulling.MaxQueries <值>` 或 INI 中配置,Maximum number of occlusion queries for the CPU water quadtree nodes. Using fewer queries than nodes will result in coarser culling.,ECVF_Scalability
r.Water.WaterMesh.ShowLODLevels,CVar,int32,0,r,水体,All,true,false,false,false,false,,`r.Water.WaterMesh.ShowLODLevels=<值>` / `r.Water.WaterMesh.ShowLODLevels <值>` 或 INI 中配置,Shows the LOD levels as concentric squares around the observer position at height 0,ECVF_RenderThreadSafe
r.Water.WaterMesh.ShowTileBounds,CVar,int32,0,r,水体,All,true,false,false,false,false,,`r.Water.WaterMesh.ShowTileBounds=<值>` / `r.Water.WaterMesh.ShowTileBounds <值>` 或 INI 中配置,"Shows the tile bounds with optional color modes: 0 is disabled, 1 is by water body type, 2 is by LOD, 3 is by density index",ECVF_RenderThreadSafe
r.Water.WaterMesh.ShowTileBounds.DrawForeground,CVar,int32,0,r,水体,All,true,false,false,false,false,,`r.Water.WaterMesh.ShowTileBounds.DrawForeground=<值>` / `r.Water.WaterMesh.ShowTileBounds.DrawForeground <值>` 或 INI 中配置,"Shows all tile bounds, even occluded ones by drawing into the foreground",ECVF_RenderThreadSafe
r.Water.WaterMesh.ShowTileGenerationGeometry,CVar,int32,0,r,水体,All,true,false,false,false,false,,`r.Water.WaterMesh.ShowTileGenerationGeometry=<值>` / `r.Water.WaterMesh.ShowTileGenerationGeometry <值>` 或 INI 中配置,This debug option will display the geometry used for intersecting the water grid and generating tiles,ECVF_Default
r.Water.WaterMesh.ShowWireframe,CVar,int32,0,r,水体,All,true,false,false,false,false,,`r.Water.WaterMesh.ShowWireframe=<值>` / `r.Water.WaterMesh.ShowWireframe <值>` 或 INI 中配置,Forces wireframe rendering on for water,ECVF_RenderThreadSafe
r.Water.WaterMesh.ShowWireframeAtBaseHeight,CVar,int32,0,r,水体,All,true,false,false,false,false,,`r.Water.WaterMesh.ShowWireframeAtBaseHeight=<值>` / `r.Water.WaterMesh.ShowWireframeAtBaseHeight <值>` 或 INI 中配置,"When rendering in wireframe, show the mesh with no displacement",ECVF_RenderThreadSafe
r.Water.WaterSplineResampleMaxDistance,CVar,float,50.0f,r,水体,All,true,false,false,false,false,,`r.Water.WaterSplineResampleMaxDistance=<值>` / `r.Water.WaterSplineResampleMaxDistance <值>` 或 INI 中配置,"Maximum distance between the sample segments and the spline when converting the water spline shapes to polygons (as distance discreases, the number of vertices will increase, \ 		, the physics shapes will be more accurate, the water tiles will match more closely, but the computational cost will also increase).",ECVF_Default
r.Water.WaterZoneActor.OverrideNewWaterZoneScale,CVar,float,0,r,水体,All,true,false,false,false,false,,`r.Water.WaterZoneActor.OverrideNewWaterZoneScale=<值>` / `r.Water.WaterZoneActor.OverrideNewWaterZoneScale <值>` 或 INI 中配置,Multiply WaterZone actor extent beyond landscape by this amount. 0 means no override.,
